,zip_code,region,province,latitude,longitude
644,6596,Wallonia,Hainaut,50.01159935,4.253682599999999
645,6600,Wallonia,Luxembourg,50.00835217368421,5.725100126315789
646,6630,Wallonia,Luxembourg,49.836487483333336,5.7299273500000005
647,6637,Wallonia,Luxembourg,49.87310386111111,5.676422477777778
648,6640,Wallonia,Luxembourg,49.98074859795919,5.601345497959184
649,6642,Wallonia,Luxembourg,49.88066185,5.549621116666667
650,6660,Wallonia,Luxembourg,50.142427266666665,5.745067833333334
651,6661,Wallonia,Luxembourg,50.17745581666667,5.7728637166666665
652,6662,Wallonia,Luxembourg,50.11003946666667,5.828195233333333
653,6666,Wallonia,Luxembourg,50.155702075,5.7266618000000005
654,6670,Wallonia,Luxembourg,50.18983362857143,5.926929828571429
655,6671,Wallonia,Luxembourg,50.234569275,5.927537725
656,6672,Wallonia,Luxembourg,50.1931895,5.984188725
657,6673,Wallonia,Luxembourg,50.1807809,5.8664506
658,6674,Wallonia,Luxembourg,50.20097135,5.8524015
659,6680,Wallonia,Luxembourg,50.04465770952381,5.445396338095239
660,6686,Wallonia,Luxembourg,50.0513337,5.617656833333334
661,6687,Wallonia,Luxembourg,50.110918269230766,5.644947807692308
662,6688,Wallonia,Luxembourg,50.4648313,4.671807
663,6690,Wallonia,Luxembourg,50.27867055227273,5.899414261363637
664,6692,Wallonia,Luxembourg,50.307554825,5.969846025
665,6698,Wallonia,Luxembourg,50.325903,5.90341191
666,6700,Wallonia,Luxembourg,49.68048132901786,5.803095483482143
667,6704,Wallonia,Luxembourg,49.7172864,5.8524282
668,6717,Wallonia,Luxembourg,49.74520572307692,5.765873607692308
669,6720,Wallonia,Luxembourg,49.72366646451613,5.640080393548386
670,6721,Wallonia,Luxembourg,49.7726068,5.62163
671,6723,Wallonia,Luxembourg,,
672,6724,Wallonia,Luxembourg,49.71704733333333,5.575254366666667
673,6730,Wallonia,Luxembourg,49.68901989333333,5.501808833333333
674,6740,Wallonia,Luxembourg,49.66860221176471,5.599034370588235
675,6741,Wallonia,Luxembourg,49.6716858,5.6662949
676,6742,Wallonia,Luxembourg,49.6504183,5.6514703
677,6743,Wallonia,Luxembourg,49.645417,5.596174
678,6747,Wallonia,Luxembourg,49.6155035,5.668683615789473
679,6750,Wallonia,Luxembourg,49.560289286363634,5.686810427272727
680,6760,Wallonia,Luxembourg,49.566924425,5.553523714285714
681,6761,Wallonia,Luxembourg,49.559340875,5.55714095
682,6762,Wallonia,Luxembourg,49.55850711363637,5.529527213636364
683,6767,Wallonia,Luxembourg,49.53107841818182,5.487317772727272
684,6769,Wallonia,Luxembourg,49.593736057142856,5.4739368142857145
685,6780,Wallonia,Luxembourg,49.609385929411765,5.804304732352941
686,6781,Wallonia,Luxembourg,49.609708,5.8298813
687,6782,Wallonia,Luxembourg,49.61248013333333,5.767464483333334
688,6790,Wallonia,Luxembourg,49.565353278,5.797568114
689,6791,Wallonia,Luxembourg,49.56415221052632,5.8352523052631575
690,6792,Wallonia,Luxembourg,49.56370675806451,5.746492774193548
691,6800,Wallonia,Luxembourg,49.921696008,5.380785077333333
692,6810,Wallonia,Luxembourg,49.69946645882353,5.40240515
693,6812,Wallonia,Luxembourg,49.76459773333334,5.400631199999999
694,6820,Wallonia,Luxembourg,49.69538778571429,5.275777304761904
695,6821,Wallonia,Luxembourg,49.7133284,5.3189611
696,6823,Wallonia,Luxembourg,49.6226231,5.329214333333334
697,6824,Wallonia,Luxembourg,49.7003631,5.2576995
698,6830,Wallonia,Luxembourg,49.80807101818182,5.058839636363636
699,6831,Wallonia,Luxembourg,49.821673,5.0976393
700,6832,Wallonia,Luxembourg,49.81897525,5.0774341
701,6833,Wallonia,Luxembourg,49.83090455,5.05479475
702,6834,Wallonia,Luxembourg,49.84030368,5.1079015
703,6836,Wallonia,Luxembourg,49.795621275,5.14128455
704,6838,Wallonia,Luxembourg,49.7976360875,5.0079878125
705,6840,Wallonia,Luxembourg,49.849384028888885,5.445419006666667
706,6850,Wallonia,Luxembourg,49.900962236000005,5.13471346
707,6852,Wallonia,Luxembourg,49.95814812222222,5.158806677777778
708,6860,Wallonia,Luxembourg,49.796492547619046,5.532784195238095
709,6870,Wallonia,Luxembourg,50.027512116,5.365713568
710,6880,Wallonia,Luxembourg,49.85424997333334,5.254053548333333
711,6887,Wallonia,Luxembourg,49.7922188375,5.2585092375
712,6890,Wallonia,Luxembourg,49.96668225714286,5.240584471428572
713,6900,Wallonia,Luxembourg,50.21539420188679,5.336763495597484
714,6920,Wallonia,Luxembourg,50.07545057083333,5.101995520833333
715,6921,Wallonia,Luxembourg,50.077977675,5.152669425
716,6924,Wallonia,Luxembourg,50.075707,5.091056
717,6927,Wallonia,Luxembourg,50.08548431818181,5.199789045454545
718,6929,Wallonia,Luxembourg,50.00896269,5.03570066
719,6940,Wallonia,Luxembourg,50.35118451472868,5.47548214496124
720,6941,Wallonia,Luxembourg,50.37809869411765,5.5182616882352935
721,6950,Wallonia,Luxembourg,50.122289114285714,5.343800171428571
722,6951,Wallonia,Luxembourg,50.1625581,5.4053984
723,6953,Wallonia,Luxembourg,50.13273935,5.281303825
724,6960,Wallonia,Luxembourg,50.310635366666666,5.651079033333334
